roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-6617,Female,Group D,Associate's degree,Free/reduced,Not complete,43,77,64,66,250,B
std-6618,Female,Group C,Some college,Standard,Not complete,63,29,95,88,275,B
std-6619,Female,Group C,Associate's degree,Standard,Complete,64,90,91,57,302,B
std-6620,Female,Group D,Some college,Standard,Not complete,68,53,90,73,284,B
std-6621,Female,Group C,High school,Free/reduced,Complete,86,87,70,65,308,B
std-6622,Female,Group A,Master's degree,Standard,Not complete,75,53,59,73,260,B
std-6623,Female,Group D,Some college,Free/reduced,Complete,55,54,67,48,224,C
std-6624,Female,Group E,Some college,Free/reduced,Not complete,34,59,66,49,208,C
std-6625,Female,Group A,High school,Free/reduced,Not complete,67,96,45,70,278,B
std-6626,Female,Group C,High school,Standard,Complete,70,100,58,83,311,B
std-6627,Female,Group A,High school,Free/reduced,Complete,58,79,58,61,256,B
std-6628,Female,Group B,High school,Standard,Complete,27,75,87,84,273,B
std-6629,Female,Group E,Bachelor's degree,Free/reduced,Complete,76,78,77,65,296,B
std-6630,Female,Group C,Some college,Standard,Not complete,63,65,66,78,272,B
std-6631,Female,Group E,Associate's degree,Standard,Not complete,59,79,85,89,312,B
std-6632,Female,Group D,Bachelor's degree,Free/reduced,Not complete,60,59,75,37,231,C
std-6633,Female,Group D,High school,Standard,Not complete,87,41,59,36,223,C
std-6634,Female,Group C,High school,Standard,Not complete,73,70,94,63,300,B
std-6635,Female,Group D,Associate's degree,Standard,Not complete,63,86,67,59,275,B
std-6636,Female,Group C,High school,Standard,Complete,36,72,93,40,241,C
std-6637,Female,Group D,Some college,Standard,Complete,87,97,84,100,368,A
std-6638,Female,Group A,Some college,Standard,Complete,56,76,82,57,271,B
std-6639,Female,Group C,High school,Free/reduced,Not complete,29,62,97,65,253,B
std-6640,Female,Group C,Bachelor's degree,Free/reduced,Complete,85,57,84,57,283,B
std-6641,Female,Group C,Master's degree,Free/reduced,Not complete,65,69,84,35,253,B
std-6642,Female,Group A,Bachelor's degree,Standard,Not complete,27,96,88,65,276,B
std-6643,Female,Group D,High school,Standard,Not complete,87,98,95,93,373,A
std-6644,Female,Group D,High school,Standard,Complete,91,68,78,46,283,B
std-6645,Female,Group C,High school,Standard,Complete,57,75,67,93,292,B
std-6646,Female,Group D,Associate's degree,Free/reduced,Not complete,55,78,87,58,278,B
std-6647,Female,Group E,High school,Standard,Complete,45,74,83,37,239,C
std-6648,Female,Group E,Associate's degree,Standard,Complete,74,89,93,42,298,B
std-6649,Female,Group E,High school,Standard,Not complete,30,39,36,41,146,Fail
std-6650,Female,Group D,Associate's degree,Free/reduced,Complete,32,65,74,89,260,B
std-6651,Female,Group D,Associate's degree,Free/reduced,Complete,69,77,87,52,285,B
std-6652,Female,Group D,Associate's degree,Free/reduced,Not complete,43,69,90,86,288,B
std-6653,Female,Group A,Associate's degree,Free/reduced,Not complete,34,86,97,64,281,B
std-6654,Female,Group E,Bachelor's degree,Standard,Not complete,27,87,91,71,276,B
std-6655,Female,Group B,High school,Free/reduced,Not complete,85,66,86,88,325,A
std-6656,Female,Group C,High school,Free/reduced,Complete,70,90,73,27,260,B
std-6657,Female,Group E,High school,Standard,Not complete,40,40,66,45,191,D
std-6658,Female,Group D,Some college,Standard,Not complete,77,74,74,82,307,B
std-6659,Female,Group C,Some college,Standard,Complete,48,70,64,40,222,C
std-6660,Female,Group D,High school,Standard,Not complete,64,61,99,67,291,B
std-6661,Female,Group D,Associate's degree,Free/reduced,Not complete,44,30,100,48,222,C
std-6662,Female,Group E,High school,Standard,Complete,83,39,94,66,282,B
std-6663,Female,Group D,Associate's degree,Standard,Complete,60,92,52,82,286,B
std-6664,Female,Group D,Associate's degree,Free/reduced,Not complete,66,89,56,91,302,B
std-6665,Female,Group C,Associate's degree,Standard,Complete,27,93,54,78,252,B
std-6666,Female,Group A,Associate's degree,Standard,Not complete,83,55,82,73,293,B
std-6667,Female,Group D,Associate's degree,Free/reduced,Not complete,80,54,97,62,293,B
std-6668,Female,Group A,Master's degree,Standard,Complete,74,77,75,88,314,B
std-6669,Female,Group B,High school,Free/reduced,Not complete,84,86,66,67,303,B
std-6670,Female,Group E,Some college,Free/reduced,Not complete,37,92,77,64,270,B
std-6671,Female,Group E,High school,Free/reduced,Not complete,51,83,81,99,314,B
std-6672,Female,Group B,Master's degree,Free/reduced,Not complete,43,60,74,75,252,B
std-6673,Female,Group A,Master's degree,Standard,Complete,84,54,73,71,282,B
std-6674,Female,Group C,Bachelor's degree,Standard,Not complete,56,51,83,66,256,B
std-6675,Female,Group B,High school,Standard,Not complete,66,80,73,76,295,B
std-6676,Female,Group D,Master's degree,Standard,Complete,79,48,100,93,320,A
std-6677,Female,Group E,Bachelor's degree,Free/reduced,Complete,60,24,61,66,211,C
std-6678,Female,Group B,High school,Standard,Complete,67,77,78,31,253,B
std-6679,Female,Group A,Associate's degree,Standard,Complete,54,23,82,48,207,C
std-6680,Female,Group C,Associate's degree,Standard,Complete,78,92,73,93,336,A
std-6681,Female,Group C,High school,Free/reduced,Not complete,81,49,61,72,263,B
std-6682,Female,Group C,Associate's degree,Free/reduced,Not complete,74,86,81,89,330,A
std-6683,Female,Group C,Associate's degree,Free/reduced,Not complete,56,88,49,97,290,B
std-6684,Female,Group C,Bachelor's degree,Free/reduced,Complete,71,66,76,39,252,B
std-6685,Female,Group A,Some college,Standard,Not complete,59,44,92,75,270,B
std-6686,Female,Group A,Master's degree,Standard,Complete,67,44,100,91,302,B
std-6687,Female,Group C,High school,Standard,Not complete,87,55,100,72,314,B
std-6688,Female,Group B,High school,Standard,Not complete,53,54,51,61,219,C
std-6689,Female,Group A,Bachelor's degree,Free/reduced,Not complete,27,59,59,64,209,C
std-6690,Female,Group D,Master's degree,Free/reduced,Complete,80,56,100,60,296,B
std-6691,Female,Group D,Some college,Free/reduced,Not complete,80,65,87,58,290,B
std-6692,Female,Group B,Some college,Free/reduced,Not complete,72,59,100,53,284,B
std-6693,Female,Group D,High school,Standard,Not complete,77,79,79,97,332,A
std-6694,Female,Group D,Bachelor's degree,Free/reduced,Not complete,59,93,59,42,253,B
std-6695,Female,Group E,Some college,Standard,Complete,48,71,60,90,269,B
std-6696,Female,Group B,High school,Standard,Complete,76,59,100,66,301,B
std-6697,Female,Group D,Some college,Free/reduced,Not complete,72,52,94,85,303,B
std-6698,Female,Group D,Associate's degree,Standard,Complete,78,39,94,37,248,C
std-6699,Female,Group B,Bachelor's degree,Standard,Not complete,81,44,78,90,293,B
std-6700,Female,Group D,High school,Standard,Complete,81,50,100,56,287,B
std-6701,Female,Group A,Bachelor's degree,Standard,Complete,63,45,86,66,260,B
std-6702,Female,Group E,High school,Standard,Not complete,68,100,70,82,320,A
std-6703,Female,Group D,High school,Standard,Complete,46,39,48,66,199,D
std-6704,Female,Group D,High school,Standard,Complete,55,73,90,66,284,B
std-6705,Female,Group C,Bachelor's degree,Standard,Not complete,86,89,90,93,358,A
std-6706,Female,Group A,Bachelor's degree,Free/reduced,Complete,64,85,73,75,297,B
std-6707,Female,Group C,Some college,Standard,Not complete,41,84,63,85,273,B
std-6708,Female,Group C,Some college,Free/reduced,Complete,54,77,71,57,259,B
std-6709,Female,Group D,High school,Free/reduced,Not complete,75,67,77,51,270,B
std-6710,Female,Group E,High school,Standard,Not complete,64,63,40,78,245,C
std-6711,Female,Group C,High school,Standard,Not complete,33,32,82,59,206,C
std-6712,Female,Group D,Some college,Standard,Complete,63,41,91,100,295,B
std-6713,Female,Group E,Associate's degree,Standard,Not complete,62,88,78,100,328,A
std-6714,Female,Group D,Bachelor's degree,Standard,Complete,58,83,62,67,270,B
std-6715,Female,Group C,High school,Standard,Complete,99,64,70,83,316,B
std-6716,Female,Group C,High school,Free/reduced,Complete,72,50,71,81,274,B
std-6717,Female,Group E,Bachelor's degree,Standard,Not complete,75,67,96,47,285,B
std-6718,Female,Group D,Bachelor's degree,Standard,Not complete,100,100,100,54,354,A
std-6719,Female,Group D,High school,Standard,Not complete,54,83,83,100,320,A
std-6720,Female,Group A,High school,Standard,Complete,59,69,63,88,279,B
std-6721,Female,Group A,High school,Standard,Not complete,48,62,56,53,219,C
std-6722,Female,Group C,High school,Free/reduced,Not complete,61,62,64,69,256,B
std-6723,Female,Group E,High school,Standard,Not complete,27,35,77,77,216,C
std-6724,Female,Group E,High school,Standard,Not complete,36,82,63,72,253,B
std-6725,Female,Group B,Some college,Standard,Not complete,90,65,67,37,259,B
std-6726,Female,Group D,High school,Standard,Not complete,45,67,70,80,262,B
std-6727,Female,Group E,Master's degree,Standard,Complete,68,76,74,99,317,B
std-6728,Female,Group A,Associate's degree,Standard,Not complete,69,85,71,51,276,B
std-6729,Female,Group C,High school,Standard,Not complete,100,81,58,63,302,B
std-6730,Female,Group D,Some college,Standard,Complete,74,93,83,77,327,A
std-6731,Female,Group D,Associate's degree,Standard,Complete,33,66,52,83,234,C
std-6732,Female,Group D,High school,Standard,Complete,69,45,51,38,203,C
std-6733,Female,Group A,Some college,Standard,Not complete,77,65,95,52,289,B
std-6734,Female,Group E,Associate's degree,Standard,Not complete,56,67,56,57,236,C
std-6735,Female,Group D,Some college,Standard,Complete,89,98,61,88,336,A
std-6736,Female,Group E,Bachelor's degree,Free/reduced,Complete,43,84,85,45,257,B
std-6737,Female,Group C,High school,Standard,Not complete,63,87,64,37,251,B
std-6738,Female,Group C,Associate's degree,Standard,Complete,69,66,77,40,252,B
std-6739,Female,Group A,Bachelor's degree,Free/reduced,Not complete,29,47,87,65,228,C
std-6740,Female,Group B,High school,Standard,Complete,77,89,75,78,319,B
std-6741,Female,Group B,Associate's degree,Free/reduced,Not complete,61,100,60,63,284,B
std-6742,Female,Group C,High school,Standard,Complete,74,38,63,54,229,C
std-6743,Female,Group C,Associate's degree,Standard,Complete,80,59,88,53,280,B
std-6744,Female,Group D,Some college,Standard,Not complete,70,65,95,56,286,B
std-6745,Female,Group E,Some college,Standard,Not complete,90,57,79,71,297,B
std-6746,Female,Group B,Some college,Free/reduced,Not complete,98,86,83,75,342,A
std-6747,Female,Group A,Bachelor's degree,Standard,Complete,78,94,71,84,327,A
std-6748,Female,Group B,Some college,Standard,Not complete,37,35,91,100,263,B
std-6749,Female,Group A,Associate's degree,Free/reduced,Not complete,68,82,72,64,286,B
std-6750,Female,Group B,Bachelor's degree,Standard,Complete,84,78,55,57,274,B
std-6751,Female,Group D,Associate's degree,Standard,Not complete,50,81,74,61,266,B
std-6752,Female,Group B,High school,Standard,Complete,83,95,63,66,307,B
std-6753,Female,Group C,High school,Standard,Complete,27,61,99,65,252,B
std-6754,Female,Group A,High school,Standard,Not complete,59,56,58,51,224,C
std-6755,Female,Group E,Master's degree,Standard,Complete,81,56,91,71,299,B
std-6756,Female,Group E,Some college,Standard,Complete,60,49,74,34,217,C
std-6757,Female,Group C,Associate's degree,Standard,Not complete,66,68,100,94,328,A
std-6758,Female,Group B,Associate's degree,Standard,Complete,79,98,82,66,325,A
std-6759,Female,Group B,Associate's degree,Standard,Complete,70,90,81,62,303,B
std-6760,Female,Group A,Associate's degree,Standard,Complete,38,58,58,55,209,C
std-6761,Female,Group D,High school,Free/reduced,Complete,50,99,47,29,225,C
std-6762,Female,Group E,Associate's degree,Standard,Not complete,53,97,69,96,315,B
std-6763,Female,Group C,Associate's degree,Standard,Complete,69,77,92,71,309,B
std-6764,Female,Group D,Some college,Standard,Not complete,50,58,82,57,247,C
std-6765,Female,Group D,High school,Standard,Not complete,67,86,87,96,336,A
std-6766,Female,Group B,High school,Standard,Complete,49,100,57,68,274,B
std-6767,Female,Group D,High school,Standard,Complete,51,100,89,67,307,B
std-6768,Female,Group D,Associate's degree,Standard,Not complete,29,73,85,57,244,C
std-6769,Female,Group B,High school,Standard,Not complete,83,55,66,89,293,B
std-6770,Female,Group D,High school,Free/reduced,Not complete,91,99,82,74,346,A
std-6771,Female,Group E,Some college,Standard,Not complete,91,77,86,100,354,A
std-6772,Female,Group C,Some college,Free/reduced,Not complete,77,100,74,59,310,B
std-6773,Female,Group D,High school,Standard,Complete,58,69,79,81,287,B
std-6774,Female,Group B,High school,Free/reduced,Not complete,27,63,60,88,238,C
std-6775,Female,Group B,High school,Free/reduced,Not complete,63,72,73,81,289,B
std-6776,Female,Group D,Master's degree,Standard,Not complete,41,67,94,100,302,B
std-6777,Female,Group C,Bachelor's degree,Standard,Complete,46,38,71,74,229,C
std-6778,Female,Group E,High school,Free/reduced,Not complete,69,61,86,47,263,B
std-6779,Female,Group D,Some college,Standard,Not complete,86,57,75,65,283,B
std-6780,Female,Group B,Bachelor's degree,Standard,Complete,84,80,69,68,301,B
std-6781,Female,Group B,Bachelor's degree,Standard,Not complete,28,67,67,50,212,C
std-6782,Female,Group C,Associate's degree,Standard,Complete,100,56,75,94,325,A
std-6783,Female,Group A,Bachelor's degree,Free/reduced,Complete,88,100,60,53,301,B
std-6784,Female,Group C,Associate's degree,Free/reduced,Complete,81,99,78,62,320,A
std-6785,Female,Group D,High school,Standard,Not complete,100,45,81,55,281,B
std-6786,Female,Group C,High school,Standard,Complete,100,100,45,56,301,B
std-6787,Female,Group D,Some college,Standard,Complete,78,78,100,65,321,A
std-6788,Female,Group C,Some college,Standard,Not complete,41,54,78,91,264,B
std-6789,Female,Group C,Some college,Standard,Complete,41,79,89,87,296,B
std-6790,Female,Group A,Master's degree,Standard,Not complete,72,72,95,55,294,B
std-6791,Female,Group B,Associate's degree,Standard,Complete,68,84,86,69,307,B
std-6792,Female,Group D,Associate's degree,Standard,Complete,40,100,88,67,295,B
std-6793,Female,Group D,Some college,Free/reduced,Not complete,54,100,100,75,329,A
std-6794,Female,Group D,High school,Free/reduced,Not complete,86,68,51,41,246,C
std-6795,Female,Group C,Associate's degree,Standard,Complete,100,61,89,65,315,B
std-6796,Female,Group B,High school,Free/reduced,Not complete,75,63,93,70,301,B
std-6797,Female,Group A,High school,Standard,Not complete,77,78,81,96,332,A
std-6798,Female,Group C,Associate's degree,Standard,Not complete,76,59,70,85,290,B
std-6799,Female,Group E,Some college,Standard,Not complete,47,95,94,97,333,A
std-6800,Female,Group C,High school,Standard,Complete,86,58,89,74,307,B
std-6801,Female,Group D,Associate's degree,Free/reduced,Not complete,74,72,70,77,293,B
std-6802,Female,Group C,High school,Standard,Not complete,35,53,81,73,242,C
std-6803,Female,Group C,Associate's degree,Standard,Not complete,55,86,56,64,261,B
std-6804,Female,Group C,Master's degree,Free/reduced,Not complete,63,57,100,62,282,B
std-6805,Female,Group C,Master's degree,Standard,Complete,59,65,80,76,280,B
std-6806,Female,Group B,Bachelor's degree,Standard,Not complete,70,72,48,93,283,B
std-6807,Female,Group C,High school,Standard,Complete,40,54,85,80,259,B
std-6808,Female,Group B,Master's degree,Standard,Not complete,60,87,65,73,285,B
std-6809,Female,Group D,Bachelor's degree,Free/reduced,Complete,39,74,78,84,275,B
std-6810,Female,Group D,Bachelor's degree,Free/reduced,Not complete,31,79,81,48,239,C
std-6811,Female,Group D,High school,Free/reduced,Complete,80,77,83,71,311,B
std-6812,Female,Group C,Bachelor's degree,Standard,Complete,35,80,60,40,215,C
std-6813,Female,Group E,High school,Free/reduced,Complete,86,76,71,67,300,B
std-6814,Female,Group C,Some college,Standard,Complete,88,66,40,47,241,C
std-6815,Female,Group A,High school,Free/reduced,Not complete,79,45,82,42,248,C
std-6816,Female,Group B,High school,Standard,Not complete,80,100,53,65,298,B
std-6817,Female,Group B,High school,Standard,Not complete,59,89,78,71,297,B
std-6818,Female,Group E,High school,Free/reduced,Not complete,56,52,65,50,223,C
std-6819,Female,Group D,Master's degree,Standard,Not complete,99,78,86,70,333,A
std-6820,Female,Group E,High school,Standard,Not complete,88,60,77,53,278,B
