roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-5140,Female,Group E,High school,Free/reduced,Not complete,55,58.0,98.0,94.0,305.0,B
std-5141,Female,Group B,High school,Standard,Complete,53,66.0,63.0,56.0,238.0,C
std-5142,Female,Group C,High school,Standard,Not complete,27,71.0,61.0,87.0,246.0,C
std-5143,Female,Group B,Some college,Free/reduced,Complete,40,63.0,87.0,54.0,244.0,C
std-5144,Female,Group D,Associate's degree,Standard,Not complete,89,48.0,69.0,54.0,260.0,B
std-5145,Female,Group D,High school,Standard,Complete,65,85.0,51.0,67.0,268.0,B
std-5146,Female,Group A,High school,Standard,Not complete,37,60.0,80.0,75.0,252.0,B
std-5147,Female,Group A,Some college,Free/reduced,Not complete,63,55.0,92.0,78.0,288.0,B
std-5148,Female,Group B,High school,Standard,Not complete,64,51.0,45.0,53.0,213.0,C
std-5149,Female,Group C,Some college,Standard,Not complete,57,38.0,74.0,77.0,246.0,C
std-5150,Female,Group C,Some college,Standard,Not complete,98,85.0,84.0,90.0,357.0,A
std-5151,Female,Group E,Associate's degree,Free/reduced,Not complete,71,55.0,93.0,93.0,312.0,B
std-5152,Female,Group C,High school,Standard,Not complete,69,43.0,73.0,49.0,234.0,C
std-5153,Female,Group C,Master's degree,Standard,Complete,85,82.0,75.0,78.0,320.0,A
std-5154,Female,Group C,High school,Standard,Complete,32,61.0,100.0,76.0,269.0,B
std-5155,Female,Group C,Bachelor's degree,Standard,Complete,37,81.0,80.0,95.0,293.0,B
std-5156,Female,Group D,Bachelor's degree,Free/reduced,Not complete,71,78.0,48.0,76.0,273.0,B
std-5157,Female,Group C,Associate's degree,Standard,Not complete,54,42.0,70.0,41.0,207.0,C
std-5158,Female,Group A,Master's degree,Standard,Complete,63,70.0,88.0,95.0,316.0,B
std-5159,Female,Group D,High school,Standard,Not complete,52,48.0,100.0,79.0,279.0,B
std-5160,Female,Group D,Associate's degree,Standard,Complete,38,95.0,83.0,45.0,261.0,B
std-5161,Female,Group C,Some college,Free/reduced,Complete,78,98.0,76.0,47.0,299.0,B
std-5162,Female,Group D,Some college,Standard,Complete,68,62.0,61.0,72.0,263.0,B
std-5163,Female,Group C,High school,Standard,Complete,54,88.0,55.0,99.0,296.0,B
std-5164,Female,Group C,High school,Standard,Not complete,70,85.0,96.0,69.0,320.0,A
std-5165,Female,Group C,High school,Standard,Not complete,27,76.0,80.0,95.0,278.0,B
std-5166,Female,Group C,High school,Standard,Complete,61,94.0,76.0,50.0,281.0,B
std-5167,Female,Group D,High school,Free/reduced,Not complete,80,82.0,75.0,45.0,282.0,B
std-5168,Female,Group D,High school,Standard,Complete,56,61.0,65.0,81.0,263.0,B
std-5169,Female,Group B,Bachelor's degree,Standard,Not complete,79,90.0,84.0,93.0,346.0,A
std-5170,Female,Group A,Bachelor's degree,Free/reduced,Not complete,64,69.0,49.0,56.0,238.0,C
std-5171,Female,Group E,High school,Free/reduced,Complete,45,70.0,100.0,77.0,292.0,B
std-5172,Female,Group D,High school,Standard,Complete,37,69.0,78.0,76.0,260.0,B
std-5173,Female,Group D,Some college,Free/reduced,Not complete,81,62.0,85.0,80.0,308.0,B
std-5174,Female,Group B,High school,Standard,Not complete,48,76.0,82.0,94.0,300.0,B
std-5175,Female,Group D,High school,Standard,Not complete,41,56.0,71.0,71.0,239.0,C
std-5176,Female,Group C,High school,Free/reduced,Not complete,68,69.0,84.0,87.0,308.0,B
std-5177,Female,Group D,High school,Free/reduced,Not complete,74,81.0,83.0,86.0,324.0,A
std-5178,Female,Group A,Bachelor's degree,Free/reduced,Not complete,51,77.0,95.0,88.0,311.0,B
std-5179,Female,Group E,High school,Free/reduced,Not complete,50,96.0,89.0,29.0,264.0,B
std-5180,Female,Group C,High school,Free/reduced,Not complete,65,82.0,61.0,86.0,294.0,B
std-5181,Female,Group C,High school,Free/reduced,Not complete,35,69.0,63.0,88.0,255.0,B
std-5182,Female,Group B,Master's degree,Free/reduced,Not complete,63,98.0,75.0,61.0,297.0,B
std-5183,Female,Group D,Associate's degree,Standard,Not complete,88,83.0,49.0,100.0,320.0,A
std-5184,Female,Group C,High school,Standard,Complete,78,57.0,73.0,76.0,284.0,B
std-5185,Female,Group D,Bachelor's degree,Free/reduced,Complete,41,49.0,79.0,79.0,248.0,C
std-5186,Female,Group C,Master's degree,Free/reduced,Not complete,79,87.0,71.0,73.0,310.0,B
std-5187,Female,Group E,High school,Standard,Not complete,56,63.0,94.0,79.0,292.0,B
std-5188,Female,Group B,Some college,Free/reduced,Not complete,71,100.0,69.0,41.0,281.0,B
std-5189,Female,Group D,Some college,Standard,Not complete,83,100.0,85.0,78.0,346.0,A
std-5190,Female,Group C,Master's degree,Standard,Complete,27,65.0,67.0,63.0,222.0,C
std-5191,Female,Group B,High school,Standard,Not complete,71,59.0,88.0,52.0,270.0,B
std-5192,Female,Group C,Associate's degree,Standard,Not complete,66,71.0,87.0,87.0,311.0,B
std-5193,Female,Group B,Some college,Standard,Complete,71,30.0,100.0,45.0,246.0,C
std-5194,Female,Group A,Bachelor's degree,Standard,Complete,76,100.0,85.0,60.0,321.0,A
std-5195,Female,Group A,High school,Standard,Complete,57,65.0,89.0,88.0,299.0,B
std-5196,Female,Group B,Some college,Standard,Complete,73,63.0,73.0,80.0,289.0,B
std-5197,Female,Group E,Some college,Free/reduced,Not complete,29,77.0,71.0,38.0,215.0,C
std-5198,Female,Group C,Some college,Standard,Not complete,100,23.0,79.0,67.0,269.0,B
std-5199,Female,Group A,Associate's degree,Free/reduced,Complete,55,99.0,85.0,62.0,301.0,B
std-5200,Female,Group C,Associate's degree,Standard,Not complete,35,62.0,81.0,51.0,229.0,C
std-5201,Female,Group A,Some college,Free/reduced,Complete,81,46.0,67.0,93.0,287.0,B
std-5202,Female,Group C,Associate's degree,Standard,Complete,55,78.0,90.0,68.0,291.0,B
std-5203,Female,Group A,High school,Standard,Not complete,66,77.0,98.0,79.0,320.0,A
std-5204,Female,Group B,Associate's degree,Standard,Complete,67,90.0,95.0,92.0,344.0,A
std-5205,Female,Group B,Some college,Standard,Complete,72,39.0,41.0,73.0,225.0,C
std-5206,Female,Group E,Some college,Standard,Not complete,57,77.0,90.0,91.0,315.0,B
std-5207,Female,Group C,High school,Standard,Not complete,90,55.0,90.0,36.0,271.0,B
std-5208,Female,Group B,High school,Standard,Complete,35,76.0,59.0,68.0,238.0,C
std-5209,Female,Group C,High school,Standard,Not complete,82,72.0,65.0,78.0,297.0,B
std-5210,Female,Group C,Some college,Standard,Not complete,71,62.0,43.0,83.0,259.0,B
std-5211,Female,Group B,Bachelor's degree,Free/reduced,Not complete,67,59.0,87.0,71.0,284.0,B
std-5212,Female,Group C,Bachelor's degree,Standard,Not complete,87,82.0,90.0,78.0,337.0,A
std-5213,Female,Group B,Some college,Standard,Complete,70,68.0,69.0,58.0,265.0,B
std-5214,Female,Group C,Some college,Standard,Complete,73,32.0,89.0,63.0,257.0,B
std-5215,Female,Group D,High school,Standard,Complete,27,23.0,86.0,100.0,236.0,C
std-5216,Female,Group B,Some college,Standard,Not complete,34,55.0,71.0,87.0,247.0,C
std-5217,Female,Group C,Master's degree,Standard,Not complete,50,67.0,55.0,30.0,202.0,C
std-5218,Female,Group D,High school,Standard,Not complete,77,100.0,55.0,66.0,298.0,B
std-5219,Female,Group D,Some college,Free/reduced,Complete,53,53.0,86.0,33.0,225.0,C
std-5220,Female,Group B,Some college,Standard,Not complete,31,89.0,100.0,66.0,286.0,B
std-5221,Female,Group D,High school,Standard,Not complete,88,24.0,95.0,87.0,294.0,B
std-5222,Female,Group A,High school,Standard,Complete,88,52.0,63.0,83.0,286.0,B
std-5223,Female,Group D,Associate's degree,Free/reduced,Complete,69,55.0,76.0,76.0,276.0,B
std-5224,Female,Group B,Associate's degree,Free/reduced,Complete,43,95.0,90.0,85.0,313.0,B
std-5225,Female,Group D,High school,Free/reduced,Not complete,50,56.0,76.0,63.0,245.0,C
std-5226,Female,Group C,High school,Standard,Not complete,79,66.0,88.0,78.0,311.0,B
std-5227,Female,Group D,Associate's degree,Standard,Not complete,28,32.0,59.0,98.0,217.0,C
std-5228,Female,Group E,Bachelor's degree,Free/reduced,Not complete,44,61.0,90.0,90.0,285.0,B
std-5229,Female,Group C,Associate's degree,Standard,Not complete,77,72.0,100.0,87.0,336.0,A
std-5230,Female,Group D,High school,Standard,Complete,88,53.0,81.0,32.0,254.0,B
std-5231,Female,Group D,Some college,Standard,Complete,75,86.0,84.0,91.0,336.0,A
std-5232,Female,Group A,Bachelor's degree,Free/reduced,Complete,76,84.0,84.0,44.0,288.0,B
std-5233,Female,Group D,Master's degree,Standard,Not complete,81,70.0,68.0,70.0,289.0,B
std-5234,Female,Group D,High school,Standard,Not complete,73,89.0,98.0,47.0,307.0,B
std-5235,Female,Group C,High school,Standard,Complete,77,80.0,96.0,77.0,330.0,A
std-5236,Female,Group A,High school,Standard,Not complete,31,68.0,58.0,84.0,241.0,C
std-5237,Female,Group D,Some college,Free/reduced,Not complete,48,63.0,72.0,32.0,215.0,C
std-5238,Female,Group A,Associate's degree,Free/reduced,Not complete,61,64.0,99.0,46.0,270.0,B
std-5239,Female,Group E,Bachelor's degree,Standard,Not complete,54,63.0,79.0,79.0,275.0,B
std-5240,Female,Group D,Associate's degree,Standard,Complete,56,80.0,80.0,84.0,300.0,B
std-5241,Female,Group D,Master's degree,Standard,Not complete,88,74.0,85.0,67.0,314.0,B
std-5242,Female,Group D,Bachelor's degree,Standard,Not complete,100,84.0,70.0,84.0,338.0,A
std-5243,Female,Group B,Some college,Standard,Not complete,27,72.0,93.0,82.0,274.0,B
std-5244,Female,Group B,High school,Standard,Not complete,56,61.0,83.0,35.0,235.0,C
std-5245,Female,Group D,High school,Standard,Complete,59,64.0,59.0,84.0,266.0,B
std-5246,Female,Group B,Some college,Standard,Complete,81,56.0,76.0,73.0,286.0,B
std-5247,Female,Group C,High school,Standard,Complete,90,100.0,86.0,80.0,356.0,A
std-5248,Female,Group B,High school,Standard,Not complete,75,49.0,74.0,80.0,278.0,B
std-5249,Female,Group B,Associate's degree,Standard,Not complete,72,75.0,66.0,72.0,285.0,B
std-5250,Female,Group C,High school,Standard,Complete,58,46.0,84.0,95.0,283.0,B
std-5251,Female,Group E,Some college,Free/reduced,Not complete,66,48.0,58.0,75.0,247.0,C
std-5252,Female,Group D,High school,Free/reduced,Not complete,86,73.0,63.0,53.0,275.0,B
std-5253,Female,Group B,Bachelor's degree,Standard,Not complete,33,52.0,72.0,42.0,199.0,D
std-5254,Female,Group B,High school,Standard,Not complete,56,72.0,71.0,72.0,271.0,B
std-5255,Female,Group D,High school,Standard,Not complete,33,85.0,61.0,76.0,255.0,B
std-5256,Female,Group B,Associate's degree,Standard,Complete,91,45.0,68.0,78.0,282.0,B
std-5257,Female,Group C,High school,Standard,Not complete,53,67.0,82.0,75.0,277.0,B
std-5258,Female,Group D,High school,Free/reduced,Not complete,56,46.0,75.0,100.0,277.0,B
std-5259,Female,Group A,Bachelor's degree,Standard,Complete,87,98.0,65.0,84.0,334.0,A
std-5260,Female,Group C,Some college,Standard,Complete,57,70.0,94.0,54.0,275.0,B
std-5261,Female,Group B,High school,Standard,Not complete,68,96.0,65.0,67.0,296.0,B
std-5262,Female,Group D,High school,Standard,Not complete,100,37.0,53.0,76.0,266.0,B
std-5263,Female,Group C,High school,Standard,Not complete,60,75.0,82.0,59.0,276.0,B
std-5264,Female,Group C,Some college,Standard,Not complete,71,69.0,69.0,49.0,258.0,B
std-5265,Female,Group A,Master's degree,Free/reduced,Complete,67,74.0,73.0,45.0,259.0,B
std-5266,Female,Group C,High school,Free/reduced,Complete,84,63.0,99.0,64.0,310.0,B
std-5267,Female,Group D,Bachelor's degree,Free/reduced,Not complete,83,56.0,72.0,96.0,307.0,B
std-5268,Female,Group E,High school,Standard,Complete,50,73.0,95.0,34.0,252.0,B
std-5269,Female,Group D,High school,Standard,Complete,51,74.0,91.0,67.0,283.0,B
std-5270,Female,Group A,Some college,Standard,Complete,58,100.0,61.0,57.0,276.0,B
std-5271,Female,Group C,High school,Standard,Complete,96,89.0,71.0,58.0,314.0,B
std-5272,Female,Group D,Associate's degree,Standard,Complete,78,62.0,65.0,67.0,272.0,B
std-5273,Female,Group E,High school,Free/reduced,Not complete,47,99.0,83.0,96.0,325.0,A
std-5274,Female,Group B,Some college,Standard,Not complete,77,79.0,83.0,82.0,321.0,A
std-5275,Female,Group A,High school,Standard,Complete,67,50.0,77.0,71.0,265.0,B
std-5276,Female,Group D,Some college,Standard,Complete,76,100.0,74.0,63.0,313.0,B
std-5277,Female,Group D,Associate's degree,Standard,Not complete,67,68.0,42.0,27.0,204.0,C
std-5278,Female,Group B,High school,Standard,Not complete,46,85.0,63.0,58.0,252.0,B
std-5279,Female,Group C,Some college,Standard,Not complete,73,77.0,68.0,84.0,302.0,B
std-5280,Female,Group B,Master's degree,Standard,Not complete,73,52.0,65.0,74.0,264.0,B
std-5281,Female,Group D,Some college,Standard,Not complete,67,74.0,74.0,54.0,269.0,B
std-5282,Female,Group E,High school,Standard,Not complete,81,88.0,80.0,73.0,322.0,A
std-5283,Female,Group D,Some college,Standard,Complete,69,85.0,41.0,64.0,259.0,B
std-5284,Female,Group E,High school,Standard,Not complete,76,55.0,77.0,69.0,277.0,B
std-5285,Female,Group A,Associate's degree,Standard,Complete,27,89.0,98.0,62.0,276.0,B
std-5286,Female,Group A,Associate's degree,Standard,Not complete,90,76.0,53.0,98.0,317.0,B
std-5287,Female,Group C,High school,Free/reduced,Complete,66,73.0,59.0,33.0,231.0,C
std-5288,Female,Group D,Associate's degree,Standard,Not complete,77,73.0,71.0,67.0,288.0,B
std-5289,Female,Group A,Associate's degree,Standard,Complete,75,65.0,76.0,32.0,248.0,C
std-5290,Female,Group C,Associate's degree,Standard,Not complete,61,69.0,85.0,87.0,302.0,B
std-5291,Female,Group D,Some college,Standard,Not complete,91,30.0,74.0,56.0,251.0,B
std-5292,Female,Group E,High school,Free/reduced,Not complete,57,51.0,91.0,57.0,256.0,B
std-5293,Female,Group A,Bachelor's degree,Free/reduced,Not complete,55,98.0,81.0,54.0,288.0,B
std-5294,Female,Group C,High school,Standard,Complete,98,48.0,71.0,75.0,292.0,B
std-5295,Female,Group D,Associate's degree,Free/reduced,Not complete,50,91.0,81.0,45.0,267.0,B
std-5296,Female,Group C,High school,Free/reduced,Not complete,100,36.0,92.0,67.0,295.0,B
std-5297,Female,Group B,Master's degree,Free/reduced,Not complete,55,60.0,100.0,55.0,270.0,B
std-5298,Female,Group C,Some college,Free/reduced,Complete,88,53.0,35.0,67.0,243.0,C
std-5299,Female,Group B,Some college,Free/reduced,Complete,77,32.0,56.0,100.0,265.0,B
std-5300,Female,Group B,Associate's degree,Standard,Not complete,47,98.0,97.0,74.0,316.0,B
std-5301,Female,Group D,High school,Standard,Not complete,92,62.0,73.0,44.0,271.0,B
std-5302,Female,Group C,Some college,Standard,Not complete,60,69.0,43.0,73.0,245.0,C
std-5303,Female,Group A,Some college,Free/reduced,Not complete,41,70.0,79.0,26.0,216.0,C
std-5304,Female,Group D,High school,Standard,Complete,63,57.0,58.0,34.0,212.0,C
std-5305,Female,Group D,Some college,Standard,Complete,88,58.0,61.0,58.0,265.0,B
std-5306,Female,Group C,Associate's degree,Standard,Not complete,59,80.0,85.0,76.0,300.0,B
std-5307,Female,Group B,High school,Free/reduced,Complete,83,75.0,54.0,86.0,298.0,B
std-5308,Female,Group A,Bachelor's degree,Standard,Complete,55,85.0,72.0,43.0,255.0,B
std-5309,Female,Group C,Associate's degree,Standard,Not complete,78,45.0,86.0,89.0,298.0,B
std-5310,Female,Group B,Associate's degree,Standard,Complete,55,52.0,98.0,84.0,289.0,B
std-5311,Female,Group C,Associate's degree,Standard,Not complete,50,56.0,75.0,58.0,239.0,C
std-5312,Female,Group A,Master's degree,Standard,Not complete,96,26.0,100.0,69.0,291.0,B
std-5313,Female,Group D,Bachelor's degree,Standard,Complete,62,56.0,100.0,58.0,276.0,B
std-5314,Female,Group B,Some college,Standard,Not complete,57,30.0,83.0,68.0,238.0,C
std-5315,Female,Group C,High school,Standard,Not complete,34,47.0,69.0,88.0,238.0,C
std-5316,Female,Group C,Bachelor's degree,Standard,Not complete,50,84.0,58.0,90.0,282.0,B
std-5317,Female,Group C,High school,Standard,Not complete,40,84.0,59.0,96.0,279.0,B
std-5318,Female,Group E,Some college,Standard,Not complete,63,67.0,89.0,72.0,291.0,B
std-5319,Female,Group A,High school,Standard,Not complete,91,74.0,60.0,73.0,298.0,B
std-5320,Female,Group B,High school,Free/reduced,Complete,80,100.0,70.0,66.0,316.0,B
std-5321,Female,Group E,High school,Standard,Complete,85,37.0,57.0,61.0,240.0,C
std-5322,Female,Group C,High school,Free/reduced,Not complete,74,58.0,64.0,80.0,276.0,B
std-5323,Female,Group C,Bachelor's degree,Standard,Not complete,78,77.0,77.0,83.0,315.0,B
std-5324,Female,Group C,Associate's degree,Free/reduced,Complete,65,43.0,38.0,94.0,240.0,C
std-5325,Female,Group C,Bachelor's degree,Standard,Not complete,79,97.0,96.0,85.0,357.0,A
std-5326,Female,Group A,Some college,Free/reduced,Complete,48,66.0,48.0,75.0,237.0,C
std-5327,Female,Group E,High school,Free/reduced,Complete,56,55.0,100.0,54.0,265.0,B
std-5328,Female,Group C,High school,Standard,Complete,63,88.0,77.0,87.0,315.0,B
std-5329,Female,Group E,Master's degree,Standard,Not complete,73,65.0,54.0,58.0,250.0,B
std-5330,Female,Group C,High school,Free/reduced,Not complete,57,35.0,72.0,77.0,241.0,C
std-5331,Female,Group C,Some college,Free/reduced,Not complete,77,58.0,88.0,92.0,315.0,B
std-5332,Female,Group B,High school,Free/reduced,Complete,54,42.0,68.0,100.0,264.0,B
std-5333,Female,Group B,Bachelor's degree,Standard,Complete,65,47.0,75.0,94.0,281.0,B
std-5334,Female,Group C,Some college,Free/reduced,Complete,100,36.0,93.0,83.0,312.0,B
std-5335,Female,Group B,High school,Free/reduced,Not complete,54,93.0,28.0,38.0,213.0,C
std-5336,Female,Group D,Master's degree,Standard,Not complete,65,88.0,94.0,46.0,293.0,B
std-5337,Female,Group E,High school,Standard,Complete,44,53.0,100.0,57.0,254.0,B
std-5338,Female,Group B,High school,Free/reduced,Complete,53,63.0,77.0,60.0,253.0,B
std-5339,Female,Group E,High school,Free/reduced,Not complete,43,81.0,97.0,46.0,267.0,B
std-5340,Female,Group B,Associate's degree,Standard,Not complete,93,69.0,48.0,75.0,285.0,B
std-5341,Female,Group A,High school,Free/reduced,Not complete,83,70.0,80.0,73.0,306.0,B
std-5342,Female,Group C,Some college,Free/reduced,Not complete,93,74.0,96.0,55.0,318.0,B
std-5343,Female,Group C,Some college,Free/reduced,Not complete,34,86.0,73.0,85.0,278.0,B
std-5344,Female,Group A,Associate's degree,Standard,Complete,41,100.0,78.0,58.0,277.0,B
std-5345,Female,Group E,High school,Free/reduced,Complete,36,62.0,59.0,97.0,254.0,B
std-5346,Female,Group C,High school,Standard,Not complete,27,65.0,57.0,73.0,222.0,C
std-5347,Female,Group C,Associate's degree,Standard,Complete,53,74.0,49.0,75.0,251.0,B
std-5348,Female,Group B,Some college,Standard,Not complete,96,42.0,87.0,89.0,314.0,B
std-5349,Female,Group B,Some college,Standard,Not complete,34,59.0,60.0,66.0,219.0,C
std-5350,Female,Group D,Bachelor's degree,Free/reduced,Not complete,27,40.0,94.0,71.0,232.0,C
std-5351,Female,Group C,High school,Standard,Not complete,69,94.0,41.0,79.0,283.0,B
std-5352,Female,Group C,High school,Free/reduced,Complete,41,93.0,64.0,49.0,247.0,C
std-5353,Female,Group C,High school,Standard,Complete,71,57.0,80.0,93.0,301.0,B
std-5354,Female,Group D,Associate's degree,Standard,Not complete,60,41.0,88.0,93.0,282.0,B
std-5355,Female,Group E,High school,Standard,Not complete,27,79.0,74.0,80.0,260.0,B
std-5356,Female,Group C,Some college,Free/reduced,Not complete,63,93.0,64.0,71.0,291.0,B
std-5357,Female,Group B,Some college,Free/reduced,Not complete,69,95.0,100.0,66.0,330.0,A
std-5358,Female,Group D,High school,Free/reduced,Not complete,69,100.0,80.0,60.0,309.0,B
std-5359,Female,Group E,Associate's degree,Standard,Not complete,41,45.0,100.0,65.0,251.0,B
